3.000000000000000000e+00	9.227823183615425389e-42
3.754027227664491484e+00	3.591448799222567616e-43
4.697573475348781891e+00	4.300074533278943586e-44
5.878272910137947171e+00	5.463139659055506159e-45
7.355732185433479842e+00	8.259166864583853924e-46
9.204539634508437373e+00	1.751713863977066168e-46
1.151803080202054730e+01	5.370594775196385499e-47
1.441300041328780246e+01	2.337845558061454509e-47
1.803559866127399047e+01	1.331075229291202135e-47
2.256870948055060211e+01	9.153961104658579431e-48
2.824118329441223096e+01	7.364002815458976454e-48
3.533939034289569747e+01	6.569623458071104722e-48
4.422167785209803270e+01	6.388146669116692511e-48
5.533646090326126910e+01	6.663250637116412212e-48
6.924486030447812368e+01	7.276774832631954818e-48
8.664903031961166846e+01	8.277455323678612782e-48
1.084276063568494664e+02	9.678775249864383638e-48
1.356800621647000469e+02	1.156528362387043637e-47
1.697822158724983410e+02	1.398738692351753287e-47
2.124556870528562342e+02	1.704467357482335059e-47
2.658548112895296640e+02	2.096342922022779902e-47
3.326754000621667160e+02	2.594291469174029583e-47
4.162908366025168334e+02	3.216804819586034155e-47
5.209223784110262159e+02	4.002011492634928830e-47
6.518522640182462737e+02	5.000652332872164423e-47
8.156903825130791574e+02	6.219856002823758738e-47
1.020707968432721486e+03	7.767553607088490153e-47
1.277255168330180823e+03	9.702633872935629297e-47
1.598283559528897968e+03	1.212114194235601717e-46
2.000000000000000227e+03	1.518407178863308392e-46
