5.000000000000000888e+00	8.042991532995529806e-43
6.147467068473124741e+00	2.476209371027984059e-43
7.558270271592310685e+00	5.358866443356878607e-44
9.292843517846627321e+00	1.505134017348783937e-44
1.142548989968721607e+01	5.318553441843258382e-45
1.404756457989989293e+01	2.468851504550352763e-45
1.727138812943681856e+01	1.427996153756040132e-45
2.123505795050609635e+01	9.657981514891545319e-46
2.610836388957092424e+01	7.577621659870955907e-46
3.210006144457003074e+01	6.523112669633014646e-46
3.946681412529162003e+01	6.187713429597386608e-46
4.852418802655603258e+01	6.197396834378500461e-46
5.966016958353021948e+01	6.546125570187463391e-46
7.335178556285475793e+01	7.199734448719087512e-46
9.018553723227044827e+01	8.081779244708002735e-46
1.108825240375878280e+02	9.409353996479478655e-46
1.363293329980502335e+02	1.096461378137693568e-45
1.676160170144839583e+02	1.309948638321334709e-45
2.060827889490343239e+02	1.575702164247093065e-45
2.533774316886569977e+02	1.926104007586898162e-45
3.115258834400636374e+02	2.305712596541669692e-45
3.830190218849575103e+02	2.835471386751921647e-45
4.709193647273128818e+02	3.436727984585072075e-45
5.789922573134876984e+02	4.216709560386116062e-45
7.118671669471162886e+02	5.209334035858393768e-45
8.752359931869318643e+02	6.376113263431040325e-45
1.076096889051805874e+03	7.814342255398726092e-45
1.323054037586471395e+03	9.592220472622820159e-45
1.626686225174646324e+03	1.186116988297356680e-44
2.000000000000000227e+03	1.445669550553805200e-44
