3.000000000000000000e+00	3.336788773603315570e-41
3.754027227664491484e+00	2.133525453921368497e-42
4.697573475348781891e+00	1.705383856289080779e-43
5.878272910137947171e+00	2.083647344759896916e-44
7.355732185433479842e+00	3.219964764769264146e-45
9.204539634508437373e+00	6.887067393700404089e-46
1.151803080202054730e+01	2.074792648997057882e-46
1.441300041328780246e+01	8.894585616439534271e-47
1.803559866127399047e+01	5.023508138371804967e-47
2.256870948055060211e+01	3.437312942201165788e-47
2.824118329441223096e+01	2.740502669394683654e-47
3.533939034289569747e+01	2.439345233662787099e-47
4.422167785209803270e+01	2.363426048146958291e-47
5.533646090326126910e+01	2.445902263658881751e-47
6.924486030447812368e+01	2.671959846644363169e-47
8.664903031961166846e+01	3.028649565761255476e-47
1.084276063568494664e+02	3.535287333320975268e-47
1.356800621647000469e+02	4.207320562311006723e-47
1.697822158724983410e+02	5.095286074172986764e-47
2.124556870528562342e+02	6.219364991880676746e-47
2.658548112895296640e+02	7.653748654366584101e-47
3.326754000621667160e+02	9.450568966925610614e-47
4.162908366025168334e+02	1.169047448365877589e-46
5.209223784110262159e+02	1.458132461626664850e-46
6.518522640182462737e+02	1.816552637280126546e-46
8.156903825130791574e+02	2.265072786483719313e-46
1.020707968432721486e+03	2.831657473625428088e-46
1.277255168330180823e+03	3.540326824097755029e-46
1.598283559528897968e+03	4.422385444359231267e-46
2.000000000000000227e+03	5.518577816331163270e-46
