3.000000000000000000e+00	4.358435699108491310e-42
3.754027227664491484e+00	5.201966865249300357e-43
4.697573475348781891e+00	4.426514341082826608e-44
5.878272910137947171e+00	5.209412770327571354e-45
7.355732185433479842e+00	8.563780544190570932e-46
9.204539634508437373e+00	1.807479417731228835e-46
1.151803080202054730e+01	5.471749080806950287e-47
1.441300041328780246e+01	2.324605921194517684e-47
1.803559866127399047e+01	1.310045350372671571e-47
2.256870948055060211e+01	8.985556802904130069e-48
2.824118329441223096e+01	7.140319272257748179e-48
3.533939034289569747e+01	6.390691832247613259e-48
4.422167785209803270e+01	6.159932018427937186e-48
5.533646090326126910e+01	6.396259821466863734e-48
6.924486030447812368e+01	6.977012191540760059e-48
8.664903031961166846e+01	7.893855422920891943e-48
1.084276063568494664e+02	9.234913002182560437e-48
1.356800621647000469e+02	1.100533886744205878e-47
1.697822158724983410e+02	1.329669483136487800e-47
2.124556870528562342e+02	1.628303821657587651e-47
2.658548112895296640e+02	1.997411262469447803e-47
3.326754000621667160e+02	2.466906732760329057e-47
4.162908366025168334e+02	3.060112197338672379e-47
5.209223784110262159e+02	3.805468915529989135e-47
6.518522640182462737e+02	4.748347023909936122e-47
8.156903825130791574e+02	5.903211625442564337e-47
1.020707968432721486e+03	7.381539795757718110e-47
1.277255168330180823e+03	9.238143612137957302e-47
1.598283559528897968e+03	1.156592108834348799e-46
2.000000000000000227e+03	1.439431659545593889e-46
