Enr	B8	hep	DSN	atm
   7.5500000e+01   0.0000000e+00   0.0000000e+00   1.3973674e-14   1.8227333e-11
   7.5750000e+01   0.0000000e+00   0.0000000e+00   1.3230369e-14   1.7592583e-11
   7.6000000e+01   0.0000000e+00   0.0000000e+00   1.2521931e-14   1.6973917e-11
   7.6250000e+01   0.0000000e+00   0.0000000e+00   1.1846133e-14   1.6371040e-11
   7.6500000e+01   0.0000000e+00   0.0000000e+00   1.1202666e-14   1.5783681e-11
   7.6750000e+01   0.0000000e+00   0.0000000e+00   1.0589199e-14   1.5211550e-11
   7.7000000e+01   0.0000000e+00   0.0000000e+00   1.0005481e-14   1.4654387e-11
   7.7250000e+01   0.0000000e+00   0.0000000e+00   9.4492461e-15   1.4111907e-11
   7.7500000e+01   0.0000000e+00   0.0000000e+00   8.9203479e-15   1.3583859e-11
   7.7750000e+01   0.0000000e+00   0.0000000e+00   8.4166219e-15   1.3069966e-11
   7.8000000e+01   0.0000000e+00   0.0000000e+00   7.9379882e-15   1.2569985e-11
   7.8250000e+01   0.0000000e+00   0.0000000e+00   7.4823994e-15   1.2083646e-11
   7.8500000e+01   0.0000000e+00   0.0000000e+00   7.0497914e-15   1.1610714e-11
   7.8750000e+01   0.0000000e+00   0.0000000e+00   6.6383203e-15   1.1150928e-11
   7.9000000e+01   0.0000000e+00   0.0000000e+00   6.2478173e-15   1.0704057e-11
   7.9250000e+01   0.0000000e+00   0.0000000e+00   5.8767758e-15   1.0269851e-11
   7.9500000e+01   0.0000000e+00   0.0000000e+00   5.5248165e-15   9.8480841e-12
   7.9750000e+01   0.0000000e+00   0.0000000e+00   5.1907265e-15   9.4385159e-12
   8.0000000e+01   0.0000000e+00   0.0000000e+00   4.8740182e-15   9.0409232e-12
   8.0250000e+01   0.0000000e+00   0.0000000e+00   4.5736801e-15   8.6550763e-12
   8.0500000e+01   0.0000000e+00   0.0000000e+00   4.2891717e-15   8.2807568e-12
   8.0750000e+01   0.0000000e+00   0.0000000e+00   4.0196345e-15   7.9177431e-12
   8.1000000e+01   0.0000000e+00   0.0000000e+00   3.7645097e-15   7.5658222e-12
   8.1250000e+01   0.0000000e+00   0.0000000e+00   3.5230520e-15   7.2247800e-12
   8.1500000e+01   0.0000000e+00   0.0000000e+00   3.2947123e-15   6.8944095e-12
   8.1750000e+01   0.0000000e+00   0.0000000e+00   3.0788265e-15   6.5745033e-12
   8.2000000e+01   0.0000000e+00   0.0000000e+00   2.8748756e-15   6.2648603e-12
   8.2250000e+01   0.0000000e+00   0.0000000e+00   2.6822515e-15   5.9652796e-12
   8.2500000e+01   0.0000000e+00   0.0000000e+00   2.5004811e-15   5.6755663e-12
   8.2750000e+01   0.0000000e+00   0.0000000e+00   2.3289917e-15   5.3955253e-12
   8.3000000e+01   0.0000000e+00   0.0000000e+00   2.1673674e-15   5.1249678e-12
   8.3250000e+01   0.0000000e+00   0.0000000e+00   2.0150560e-15   4.8637045e-12
   8.3500000e+01   0.0000000e+00   0.0000000e+00   1.8717050e-15   4.6115528e-12
   8.3750000e+01   0.0000000e+00   0.0000000e+00   1.7367720e-15   4.3683285e-12
   8.4000000e+01   0.0000000e+00   0.0000000e+00   1.6099716e-15   4.1338552e-12
   8.4250000e+01   0.0000000e+00   0.0000000e+00   1.4907600e-15   3.9079536e-12
   8.4500000e+01   0.0000000e+00   0.0000000e+00   1.3789288e-15   3.6904537e-12
   8.4750000e+01   0.0000000e+00   0.0000000e+00   1.2739212e-15   3.4811807e-12
   8.5000000e+01   0.0000000e+00   0.0000000e+00   1.1755864e-15   3.2799705e-12
   8.5250000e+01   0.0000000e+00   0.0000000e+00   1.0834035e-15   3.0866536e-12
   8.5500000e+01   0.0000000e+00   0.0000000e+00   9.9723424e-16   2.9010709e-12
   8.5750000e+01   0.0000000e+00   0.0000000e+00   9.1659911e-16   2.7230583e-12
   8.6000000e+01   0.0000000e+00   0.0000000e+00   8.4137299e-16   2.5524614e-12
   8.6250000e+01   0.0000000e+00   0.0000000e+00   7.7111317e-16   2.3891213e-12
   8.6500000e+01   0.0000000e+00   0.0000000e+00   7.0571043e-16   2.2328884e-12
   8.6750000e+01   0.0000000e+00   0.0000000e+00   6.4475260e-16   2.0836089e-12
   8.7000000e+01   0.0000000e+00   0.0000000e+00   5.8814852e-16   1.9411377e-12
   8.7250000e+01   0.0000000e+00   0.0000000e+00   5.3550671e-16   1.8053256e-12
   8.7500000e+01   0.0000000e+00   0.0000000e+00   4.8673952e-16   1.6760321e-12
   8.7750000e+01   0.0000000e+00   0.0000000e+00   4.4153878e-16   1.5531139e-12
   8.8000000e+01   0.0000000e+00   0.0000000e+00   3.9976447e-16   1.4364333e-12
   8.8250000e+01   0.0000000e+00   0.0000000e+00   3.6118719e-16   1.3258528e-12
   8.8500000e+01   0.0000000e+00   0.0000000e+00   3.2562801e-16   1.2212380e-12
   8.8750000e+01   0.0000000e+00   0.0000000e+00   2.9292520e-16   1.1224568e-12
   8.9000000e+01   0.0000000e+00   0.0000000e+00   2.6287255e-16   1.0293780e-12
   8.9250000e+01   0.0000000e+00   0.0000000e+00   2.3535749e-16   9.4187458e-13
   8.9500000e+01   0.0000000e+00   0.0000000e+00   2.1017427e-16   8.5981916e-13
   8.9750000e+01   0.0000000e+00   0.0000000e+00   1.8723228e-16   7.8308900e-13
   9.0000000e+01   0.0000000e+00   0.0000000e+00   1.6633124e-16   7.1156056e-13
   9.0250000e+01   0.0000000e+00   0.0000000e+00   1.4739814e-16   6.4511520e-13
   9.0500000e+01   0.0000000e+00   0.0000000e+00   1.3024817e-16   5.8363335e-13
   9.0750000e+01   0.0000000e+00   0.0000000e+00   1.1480942e-16   5.2700002e-13
   9.1000000e+01   0.0000000e+00   0.0000000e+00   1.0094015e-16   4.7510024e-13
   9.1250000e+01   0.0000000e+00   0.0000000e+00   8.8542789e-17   4.2782186e-13
   9.1500000e+01   0.0000000e+00   0.0000000e+00   7.7514743e-17   3.8505435e-13
   9.1750000e+01   0.0000000e+00   0.0000000e+00   6.7748379e-17   3.4668871e-13
   9.2000000e+01   0.0000000e+00   0.0000000e+00   5.9167190e-17   3.1261845e-13
   9.2250000e+01   0.0000000e+00   0.0000000e+00   5.1662383e-17   2.8273787e-13
   9.2500000e+01   0.0000000e+00   0.0000000e+00   4.5173445e-17   2.5694417e-13
   9.2750000e+01   0.0000000e+00   0.0000000e+00   3.9597373e-17   2.3513504e-13
   9.3000000e+01   0.0000000e+00   0.0000000e+00   3.4878123e-17   2.1721099e-13
   9.3250000e+01   0.0000000e+00   0.0000000e+00   3.0936559e-17   2.0307354e-13
   9.3500000e+01   0.0000000e+00   0.0000000e+00   2.7707464e-17   1.9262605e-13
   9.3750000e+01   0.0000000e+00   0.0000000e+00   2.5130124e-17   1.8577363e-13
   9.4000000e+01   0.0000000e+00   0.0000000e+00   2.3140761e-17   1.8242273e-13
   9.4250000e+01   0.0000000e+00   0.0000000e+00   2.1688672e-17   1.8248172e-13
   9.4500000e+01   0.0000000e+00   0.0000000e+00   2.0716451e-17   1.8586023e-13
   9.4750000e+01   0.0000000e+00   0.0000000e+00   2.0175479e-17   1.9246955e-13
   9.5000000e+01   0.0000000e+00   0.0000000e+00   2.0022727e-17   2.0222268e-13
   9.5250000e+01   0.0000000e+00   0.0000000e+00   2.0207534e-17   2.1503366e-13
   9.5500000e+01   0.0000000e+00   0.0000000e+00   2.0695831e-17   2.3081857e-13
   9.5750000e+01   0.0000000e+00   0.0000000e+00   2.1445196e-17   2.4949451e-13
   9.6000000e+01   0.0000000e+00   0.0000000e+00   2.2420360e-17   2.7098020e-13
   9.6250000e+01   0.0000000e+00   0.0000000e+00   2.3593489e-17   2.9519600e-13
   9.6500000e+01   0.0000000e+00   0.0000000e+00   2.4920507e-17   3.2206288e-13
   9.6750000e+01   0.0000000e+00   0.0000000e+00   2.6388802e-17   3.5150442e-13
   9.7000000e+01   0.0000000e+00   0.0000000e+00   2.7954095e-17   3.8344414e-13
   9.7250000e+01   0.0000000e+00   0.0000000e+00   2.9604677e-17   4.1780818e-13
   9.7500000e+01   0.0000000e+00   0.0000000e+00   3.1314008e-17   4.5452329e-13
   9.7750000e+01   0.0000000e+00   0.0000000e+00   3.3054379e-17   4.9351743e-13
   9.8000000e+01   0.0000000e+00   0.0000000e+00   3.4824536e-17   5.3472084e-13
   9.8250000e+01   0.0000000e+00   0.0000000e+00   3.6577502e-17   5.7806303e-13
   9.8500000e+01   0.0000000e+00   0.0000000e+00   3.8323686e-17   6.2347716e-13
   9.8750000e+01   0.0000000e+00   0.0000000e+00   4.0029750e-17   6.7089565e-13
   9.9000000e+01   0.0000000e+00   0.0000000e+00   4.1691619e-17   7.2025334e-13
   9.9250000e+01   0.0000000e+00   0.0000000e+00   4.3305582e-17   7.7148623e-13
   9.9500000e+01   0.0000000e+00   0.0000000e+00   4.4833835e-17   8.2452991e-13
   9.9750000e+01   0.0000000e+00   0.0000000e+00   4.6301167e-17   8.7932391e-13
   1.0000000e+02   0.0000000e+00   0.0000000e+00   4.7662561e-17   9.3580566e-13
   1.0025000e+02   0.0000000e+00   0.0000000e+00   4.8937860e-17   9.9391663e-13
   1.0050000e+02   0.0000000e+00   0.0000000e+00   5.0119195e-17   1.0535981e-12
   1.0075000e+02   0.0000000e+00   0.0000000e+00   5.1176182e-17   1.1147913e-12
   1.0100000e+02   0.0000000e+00   0.0000000e+00   5.2143437e-17   1.1774417e-12
   1.0125000e+02   0.0000000e+00   0.0000000e+00   5.2971736e-17   1.2414915e-12
   1.0150000e+02   0.0000000e+00   0.0000000e+00   5.3694559e-17   1.3068882e-12
   1.0175000e+02   0.0000000e+00   0.0000000e+00   5.4302016e-17   1.3735781e-12
   1.0200000e+02   0.0000000e+00   0.0000000e+00   5.4770149e-17   1.4415076e-12
   1.0225000e+02   0.0000000e+00   0.0000000e+00   5.5140032e-17   1.5106275e-12
   1.0250000e+02   0.0000000e+00   0.0000000e+00   5.5359159e-17   1.5808847e-12
   1.0275000e+02   0.0000000e+00   0.0000000e+00   5.5471689e-17   1.6522322e-12
   1.0300000e+02   0.0000000e+00   0.0000000e+00   5.5469005e-17   1.7246211e-12
   1.0325000e+02   0.0000000e+00   0.0000000e+00   5.5325007e-17   1.7980022e-12
   1.0350000e+02   0.0000000e+00   0.0000000e+00   5.5092047e-17   1.8723319e-12
   1.0375000e+02   0.0000000e+00   0.0000000e+00   5.4711362e-17   1.9475610e-12
   1.0400000e+02   0.0000000e+00   0.0000000e+00   5.4236364e-17   2.0236476e-12
   1.0425000e+02   0.0000000e+00   0.0000000e+00   5.3660909e-17   2.1005474e-12
   1.0450000e+02   0.0000000e+00   0.0000000e+00   5.2954876e-17   2.1782155e-12
   1.0475000e+02   0.0000000e+00   0.0000000e+00   5.2177225e-17   2.2566127e-12
   1.0500000e+02   0.0000000e+00   0.0000000e+00   5.1272094e-17   2.3356945e-12
   1.0525000e+02   0.0000000e+00   0.0000000e+00   5.0290743e-17   2.4154229e-12
   1.0550000e+02   0.0000000e+00   0.0000000e+00   4.9235044e-17   2.4957584e-12
   1.0575000e+02   0.0000000e+00   0.0000000e+00   4.8064353e-17   2.5766594e-12
   1.0600000e+02   0.0000000e+00   0.0000000e+00   4.6843276e-17   2.6580912e-12
   1.0625000e+02   0.0000000e+00   0.0000000e+00   4.5539877e-17   2.7400146e-12
   1.0650000e+02   0.0000000e+00   0.0000000e+00   4.4165718e-17   2.8223933e-12
   1.0675000e+02   0.0000000e+00   0.0000000e+00   4.2758243e-17   2.9051937e-12
   1.0700000e+02   0.0000000e+00   0.0000000e+00   4.1257565e-17   2.9883767e-12
   1.0725000e+02   0.0000000e+00   0.0000000e+00   3.9736227e-17   3.0719122e-12
   1.0750000e+02   0.0000000e+00   0.0000000e+00   3.8179543e-17   3.1557655e-12
   1.0775000e+02   0.0000000e+00   0.0000000e+00   3.6560071e-17   3.2399018e-12
   1.0800000e+02   0.0000000e+00   0.0000000e+00   3.4945097e-17   3.3242926e-12
   1.0825000e+02   0.0000000e+00   0.0000000e+00   3.3280035e-17   3.4089030e-12
   1.0850000e+02   0.0000000e+00   0.0000000e+00   3.1611416e-17   3.4937047e-12
   1.0875000e+02   0.0000000e+00   0.0000000e+00   2.9954067e-17   3.5786684e-12
   1.0900000e+02   0.0000000e+00   0.0000000e+00   2.8254245e-17   3.6637606e-12
   1.0925000e+02   0.0000000e+00   0.0000000e+00   2.6590570e-17   3.7489575e-12
   1.0950000e+02   0.0000000e+00   0.0000000e+00   2.4942317e-17   3.8342294e-12
   1.0975000e+02   0.0000000e+00   0.0000000e+00   2.3283562e-17   3.9195464e-12
   1.1000000e+02   0.0000000e+00   0.0000000e+00   2.1683817e-17   4.0048862e-12
   1.1025000e+02   0.0000000e+00   0.0000000e+00   2.0089841e-17   4.0902186e-12
   1.1050000e+02   0.0000000e+00   0.0000000e+00   1.8540548e-17   4.1755200e-12
   1.1075000e+02   0.0000000e+00   0.0000000e+00   1.7063035e-17   4.2607672e-12
   1.1100000e+02   0.0000000e+00   0.0000000e+00   1.5617952e-17   4.3459305e-12
   1.1125000e+02   0.0000000e+00   0.0000000e+00   1.4242704e-17   4.4309918e-12
   1.1150000e+02   0.0000000e+00   0.0000000e+00   1.2900890e-17   4.5159261e-12
   1.1175000e+02   0.0000000e+00   0.0000000e+00   1.1603056e-17   4.6007073e-12
   1.1200000e+02   0.0000000e+00   0.0000000e+00   1.0378535e-17   4.6853186e-12
   1.1225000e+02   0.0000000e+00   0.0000000e+00   9.2092887e-18   4.7697358e-12
   1.1250000e+02   0.0000000e+00   0.0000000e+00   8.1067664e-18   4.8539360e-12
   1.1275000e+02   0.0000000e+00   0.0000000e+00   7.1228260e-18   4.9379037e-12
   1.1300000e+02   0.0000000e+00   0.0000000e+00   6.1490675e-18   5.0216131e-12
   1.1325000e+02   0.0000000e+00   0.0000000e+00   5.2623837e-18   5.1050484e-12
   1.1350000e+02   0.0000000e+00   0.0000000e+00   4.4670920e-18   5.1881918e-12
   1.1375000e+02   0.0000000e+00   0.0000000e+00   3.6951421e-18   5.2710187e-12
   1.1400000e+02   0.0000000e+00   0.0000000e+00   3.0503569e-18   5.3535179e-12
   1.1425000e+02   0.0000000e+00   0.0000000e+00   2.5094776e-18   5.4356696e-12
   1.1450000e+02   0.0000000e+00   0.0000000e+00   2.0441068e-18   5.5174526e-12
   1.1475000e+02   0.0000000e+00   0.0000000e+00   1.6336392e-18   5.5988567e-12
   1.1500000e+02   0.0000000e+00   0.0000000e+00   1.2739788e-18   5.6798631e-12
   1.1525000e+02   0.0000000e+00   0.0000000e+00   1.0133778e-18   5.7604529e-12
   1.1550000e+02   0.0000000e+00   0.0000000e+00   7.7334481e-19   5.8406163e-12
   1.1575000e+02   0.0000000e+00   0.0000000e+00   5.4421935e-19   5.9203356e-12
   1.1600000e+02   0.0000000e+00   0.0000000e+00   3.8268079e-19   5.9995941e-12
   1.1625000e+02   0.0000000e+00   0.0000000e+00   2.3702518e-19   6.0783836e-12
   1.1650000e+02   0.0000000e+00   0.0000000e+00   1.0873990e-19   6.1566847e-12
   1.1675000e+02   0.0000000e+00   0.0000000e+00   4.3834100e-20   6.2344864e-12
   1.1700000e+02   0.0000000e+00   0.0000000e+00   3.1305380e-20   6.3117794e-12
   1.1725000e+02   0.0000000e+00   0.0000000e+00   2.0413306e-20   6.3885433e-12
   1.1750000e+02   0.0000000e+00   0.0000000e+00   1.2959573e-20   6.4647728e-12
   1.1775000e+02   0.0000000e+00   0.0000000e+00   9.6466927e-21   6.5404565e-12
   1.1800000e+02   0.0000000e+00   0.0000000e+00   8.4225651e-21   6.6155755e-12
   1.1825000e+02   0.0000000e+00   0.0000000e+00   7.2355270e-21   6.6901275e-12
   1.1850000e+02   0.0000000e+00   0.0000000e+00   6.1206280e-21   6.7640995e-12
   1.1875000e+02   0.0000000e+00   0.0000000e+00   5.1202615e-21   6.8374756e-12
   1.1900000e+02   0.0000000e+00   0.0000000e+00   4.1735293e-21   6.9102546e-12
   1.1925000e+02   0.0000000e+00   0.0000000e+00   3.3426798e-21   6.9824228e-12
   1.1950000e+02   0.0000000e+00   0.0000000e+00   2.6347623e-21   7.0539668e-12
   1.1975000e+02   0.0000000e+00   0.0000000e+00   2.1069152e-21   7.1248860e-12
   1.2000000e+02   0.0000000e+00   0.0000000e+00   1.6981334e-21   7.1951679e-12
   1.2025000e+02   0.0000000e+00   0.0000000e+00   1.2541950e-21   7.2647996e-12
   1.2050000e+02   0.0000000e+00   0.0000000e+00   8.7425970e-22   7.3337818e-12
   1.2075000e+02   0.0000000e+00   0.0000000e+00   6.0976426e-22   7.4021028e-12
   1.2100000e+02   0.0000000e+00   0.0000000e+00   3.0931164e-22   7.4697506e-12
   1.2125000e+02   0.0000000e+00   0.0000000e+00   9.1717141e-23   7.5367269e-12
   1.2150000e+02   0.0000000e+00   0.0000000e+00   1.9553513e-24   7.6030208e-12
   1.2175000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.6686210e-12
   1.2200000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.7335303e-12
   1.2225000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.7977386e-12
   1.2250000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8612352e-12
   1.2275000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.9240240e-12
   1.2300000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.9860955e-12
   1.2325000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.0474398e-12
   1.2350000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.1080617e-12
   1.2375000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.1679522e-12
   1.2400000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.2271022e-12
   1.2425000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.2855175e-12
   1.2450000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.3431894e-12
   1.2475000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.4001096e-12
   1.2500000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.4562850e-12
   1.2525000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.5117068e-12
   1.2550000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.5663679e-12
   1.2575000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.6202754e-12
   1.2600000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.6734222e-12
   1.2625000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.7258005e-12
   1.2650000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.7774178e-12
   1.2675000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.8282701e-12
   1.2700000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.8783474e-12
   1.2725000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.9276579e-12
   1.2750000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.9762001e-12
   1.2775000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.0239642e-12
   1.2800000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.0709564e-12
   1.2825000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.1171776e-12
   1.2850000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.1626214e-12
   1.2875000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.2072882e-12
   1.2900000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.2511832e-12
   1.2925000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.2943018e-12
   1.2950000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.3366412e-12
   1.2975000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.3782097e-12
   1.3000000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.4190032e-12
   1.3025000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.4590169e-12
   1.3050000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.4982625e-12
   1.3075000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.5367344e-12
   1.3100000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.5744288e-12
   1.3125000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.6113570e-12
   1.3150000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.6475171e-12
   1.3175000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.6829016e-12
   1.3200000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.7175218e-12
   1.3225000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.7513793e-12
   1.3250000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.7844700e-12
   1.3275000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.8167959e-12
   1.3300000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.8483652e-12
   1.3325000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.8791758e-12
   1.3350000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.9092250e-12
   1.3375000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.9385258e-12
   1.3400000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.9670739e-12
   1.3425000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.9948670e-12
   1.3450000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0021918e-11
   1.3475000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0048226e-11
   1.3500000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0073787e-11
   1.3525000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0098610e-11
   1.3550000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0122700e-11
   1.3575000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0146055e-11
   1.3600000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0168677e-11
   1.3625000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0190576e-11
   1.3650000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0211751e-11
   1.3675000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0232199e-11
   1.3700000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0251936e-11
   1.3725000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0270960e-11
   1.3750000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0289268e-11
   1.3775000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0306870e-11
   1.3800000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0323771e-11
   1.3825000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0339973e-11
   1.3850000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0355473e-11
   1.3875000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0370288e-11
   1.3900000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0384413e-11
   1.3925000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0397848e-11
   1.3950000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0410606e-11
   1.3975000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0422690e-11
   1.4000000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0434100e-11
   1.4025000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0444838e-11
   1.4050000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0454917e-11
   1.4075000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0464335e-11
   1.4100000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0473093e-11
   1.4125000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0481203e-11
   1.4150000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0488668e-11
   1.4175000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0495488e-11
   1.4200000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0501666e-11
   1.4225000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0507216e-11
   1.4250000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0512136e-11
   1.4275000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0516425e-11
   1.4300000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0520099e-11
   1.4325000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0523159e-11
   1.4350000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0525605e-11
   1.4375000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0527442e-11
   1.4400000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0528683e-11
   1.4425000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0529325e-11
   1.4450000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0529370e-11
   1.4475000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0528832e-11
   1.4500000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0527713e-11
   1.4525000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0526013e-11
   1.4550000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0523737e-11
   1.4575000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0520899e-11
   1.4600000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0517496e-11
   1.4625000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0513529e-11
   1.4650000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0509012e-11
   1.4675000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0503948e-11
   1.4700000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0498339e-11
   1.4725000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0492186e-11
   1.4750000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0485505e-11
   1.4775000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0478296e-11
   1.4800000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0470558e-11
   1.4825000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0462300e-11
   1.4850000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0453532e-11
   1.4875000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0444255e-11
   1.4900000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0434468e-11
   1.4925000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0424185e-11
   1.4950000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0413411e-11
   1.4975000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0402145e-11
   1.5000000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0390391e-11
   1.5025000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0378163e-11
   1.5050000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0365462e-11
   1.5075000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0352287e-11
   1.5100000e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0338646e-11
