3.000000000000000000e+00	2.332227782830446730e-42
3.754027227664491484e+00	2.783606891568788276e-43
4.697573475348781891e+00	2.368657114634605067e-44
5.878272910137947171e+00	2.787591244646525386e-45
7.355732185433479842e+00	4.582535636652724666e-46
9.204539634508437373e+00	9.671941967135669379e-47
1.151803080202054730e+01	2.927969140291604930e-47
1.441300041328780246e+01	1.243912010598430173e-47
1.803559866127399047e+01	7.010139356953120174e-48
2.256870948055060211e+01	4.808230903629189513e-48
2.824118329441223096e+01	3.820832090845231641e-48
3.533939034289569747e+01	3.419701487330463358e-48
4.422167785209803270e+01	3.296220383993063652e-48
5.533646090326126910e+01	3.422680955205667776e-48
6.924486030447812368e+01	3.733445391333065620e-48
8.664903031961166846e+01	4.224054271294783321e-48
1.084276063568494664e+02	4.941663055879849483e-48
1.356800621647000469e+02	5.889029651478455367e-48
1.697822158724983410e+02	7.115149389922257763e-48
2.124556870528562342e+02	8.713161496303834229e-48
2.658548112895296640e+02	1.068827983632419557e-47
3.326754000621667160e+02	1.320058116487061517e-47
4.162908366025168334e+02	1.637486285887253432e-47
5.209223784110262159e+02	2.036331597896947050e-47
6.518522640182462737e+02	2.540871912816846115e-47
8.156903825130791574e+02	3.158847602960156289e-47
1.020707968432721486e+03	3.949910789152198008e-47
1.277255168330180823e+03	4.943391776644275980e-47
1.598283559528897968e+03	6.189000907315620587e-47
2.000000000000000227e+03	7.702494058968577605e-47
