6.000000000000000000e+00	1.131623297504128803e-45
7.330727383614076054e+00	2.738667620828124764e-46
8.956593995478211667e+00	6.948559018518498128e-47
1.094305814442758873e+01	2.267205691142831052e-47
1.337009599997272424e+01	9.514043075716871369e-48
1.633542147809151501e+01	5.199644670812518883e-48
1.995842025872049419e+01	3.421338046347867116e-48
2.438495632071337127e+01	2.596936332255917514e-48
2.979324450808111990e+01	2.168620428710035481e-48
3.640102556034997860e+01	1.976397366736010640e-48
4.447433247781557952e+01	1.955906361148618234e-48
5.433820116051326465e+01	2.029590088601476234e-48
6.638975653728411430e+01	2.190067659474882594e-48
8.111420103989001973e+01	2.429871073671504411e-48
9.910434912718316980e+01	2.733665989969011047e-48
1.210844943303152093e+02	3.201956966556927059e-48
1.479395697197175537e+02	3.791798502661532532e-48
1.807507758107362577e+02	4.482418868091119468e-48
2.208391103075422279e+02	5.391685568225327022e-48
2.698185522174113657e+02	6.500796098181640596e-48
3.296610415578800826e+02	7.889013123474102490e-48
4.027758707765149779e+02	9.465805639034766912e-48
4.921066842267339325e+02	1.141011738285247748e-47
6.012499909534074050e+02	1.387323528174728780e-47
7.345999621799767283e+02	1.691369546703272413e-47
8.975253431257684724e+02	2.085739882814486637e-47
1.096585601723282025e+03	2.528088958348436924e-47
1.339795016504964224e+03	3.121984664871934999e-47
1.636945335987102681e+03	3.776975419092479532e-47
2.000000000000000227e+03	4.657089899371311304e-47
