6.000000000000000000e+00	3.960011414467415243e-45
7.330727383614076054e+00	7.710897186145155521e-46
8.956593995478211667e+00	1.779002032398488677e-46
1.094305814442758873e+01	5.644524371504637691e-47
1.337009599997272424e+01	2.400285914585039014e-47
1.633542147809151501e+01	1.325616810624426773e-47
1.995842025872049419e+01	8.676292289721620317e-48
2.438495632071337127e+01	6.608814952284897687e-48
2.979324450808111990e+01	5.544526716688492597e-48
3.640102556034997860e+01	5.115932959458601136e-48
4.447433247781557952e+01	4.942908966048319959e-48
5.433820116051326465e+01	5.151001964984910124e-48
6.638975653728411430e+01	5.526635331281412756e-48
8.111420103989001973e+01	6.150871926961694080e-48
9.910434912718316980e+01	6.999276868126068629e-48
1.210844943303152093e+02	8.106522932103898059e-48
1.479395697197175537e+02	9.587917667957413571e-48
1.807507758107362577e+02	1.127676374318024046e-47
2.208391103075422279e+02	1.360821001266594288e-47
2.698185522174113657e+02	1.642621878063150893e-47
3.296610415578800826e+02	1.968773509669943292e-47
4.027758707765149779e+02	2.362268546023703458e-47
4.921066842267339325e+02	2.915246952467187038e-47
6.012499909534074050e+02	3.536902533515842907e-47
7.345999621799767283e+02	4.344398815565877798e-47
8.975253431257684724e+02	5.169238752994296131e-47
1.096585601723282025e+03	6.413295387130058231e-47
1.339795016504964224e+03	7.862190531464289404e-47
1.636945335987102681e+03	9.587241505205231286e-47
2.000000000000000227e+03	1.171553410294354624e-46
