3.000000000000000000e+00	nan
3.754027227664491484e+00	3.817574626344980265e-43
4.697573475348781891e+00	9.652678934641630790e-44
5.878272910137947171e+00	8.725591307653462154e-45
7.355732185433479842e+00	1.544992731773148814e-45
9.204539634508437373e+00	3.562863217457098690e-46
1.151803080202054730e+01	1.035781631535433713e-46
1.441300041328780246e+01	4.550622281772227403e-47
1.803559866127399047e+01	2.616494460571859583e-47
2.256870948055060211e+01	1.755040234883572961e-47
2.824118329441223096e+01	1.394014405619350315e-47
3.533939034289569747e+01	1.248476279607933942e-47
4.422167785209803270e+01	1.205504406524479227e-47
5.533646090326126910e+01	1.245540733057961863e-47
6.924486030447812368e+01	1.363864473759436019e-47
8.664903031961166846e+01	1.555825977438764939e-47
1.084276063568494664e+02	1.818892670065718137e-47
1.356800621647000469e+02	2.158593970081058228e-47
1.697822158724983410e+02	2.610268652211255066e-47
2.124556870528562342e+02	3.183904649280004266e-47
2.658548112895296640e+02	3.858614085019237684e-47
3.326754000621667160e+02	4.830124416897151658e-47
4.162908366025168334e+02	6.020978004672167605e-47
5.209223784110262159e+02	7.417746144353374963e-47
6.518522640182462737e+02	9.271317723373442793e-47
8.156903825130791574e+02	1.166513746290936207e-46
1.020707968432721486e+03	1.441347562918768710e-46
1.277255168330180823e+03	1.816582465161830662e-46
1.598283559528897968e+03	2.239154904509081779e-46
2.000000000000000227e+03	2.790832495426957107e-46
