6.000000000000000000e+00	1.721613399889725538e-45
7.330727383614076054e+00	4.166516264079134313e-46
8.956593995478211667e+00	1.057130260802393787e-46
1.094305814442758873e+01	3.449250034694962469e-47
1.337009599997272424e+01	1.447434325752069582e-47
1.633542147809151501e+01	7.910563488468098609e-48
1.995842025872049419e+01	5.205107953447319365e-48
2.438495632071337127e+01	3.950891076680004548e-48
2.979324450808111990e+01	3.299265751753556466e-48
3.640102556034997860e+01	3.006824088532048918e-48
4.447433247781557952e+01	2.975649765880441324e-48
5.433820116051326465e+01	3.087749695968881562e-48
6.638975653728411430e+01	3.331894843039257681e-48
8.111420103989001973e+01	3.696723644399901245e-48
9.910434912718316980e+01	4.158906952104607242e-48
1.210844943303152093e+02	4.871349000725703410e-48
1.479395697197175537e+02	5.768713958312681975e-48
1.807507758107362577e+02	6.819400417298365089e-48
2.208391103075422279e+02	8.202728012689139092e-48
2.698185522174113657e+02	9.890091249680657635e-48
3.296610415578800826e+02	1.200207766598173701e-47
4.027758707765149779e+02	1.440095645331526224e-47
4.921066842267339325e+02	1.735896656065605721e-47
6.012499909534074050e+02	2.110627080014840596e-47
7.345999621799767283e+02	2.573192406158587777e-47
8.975253431257684724e+02	3.173174093231979125e-47
1.096585601723282025e+03	3.846149011252614172e-47
1.339795016504964224e+03	4.749681846554725216e-47
1.636945335987102681e+03	5.746162620463369672e-47
2.000000000000000227e+03	7.085139014840307695e-47
